system:index,brightest_band_means,brightest_geometry,date,dimmest_band_means,dimmest_geometry,image_id,.geo
10,"[0.5134901372106211, 0.4916288688933892, 0.5039745939830426, 0.38357526924044777, 0.010141473602097127, 0.009131718527800913, 0.49801401396883943]","[162.4587738117529, -77.71408792515665]",2017-01-02T00:00:00,"[0.6274582139328678, 0.5951171881393028, 0.5892351043898623, 0.4280480821969796, 0.012566318258140217, 0.011072088209633875, 0.5924078745483207]","[162.40420438480157, -77.71725589768484]",10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,"[0.4835794757893641, 0.46239344702144725, 0.47728310362057047, 0.3861905862074212, 0.00921856376590149, 0.008366001015948867, 0.4681881770400183]","[162.4587738117529, -77.71408792515665]",2017-01-11T00:00:00,"[0.6365437531961066, 0.6069703716446775, 0.6175214446914107, 0.4976410819744351, 0.011964550053724661, 0.011111873654517464, 0.6111208515017111]","[162.40420438480157, -77.71725589768484]",11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,"[0.48942026959383894, 0.47579687873533044, 0.4874048639087877, 0.3736845125879216, 0.021022192336406252, 0.019798277718531484, 0.4802347889230169]","[162.4587738117529, -77.71408792515665]",2017-01-14T00:00:00,"[0.6301380846422789, 0.6077901446513968, 0.6086912486093912, 0.4537615370534146, 0.021598222416009567, 0.019842325267456506, 0.6065949085650602]","[162.40420438480157, -77.71725589768484]",12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,"[0.5286385526050406, 0.5081043882460937, 0.5349217646756024, 0.47282306936207574, 0.028390288898494286, 0.02826477978930024, 0.5181868740735803]","[162.4587738117529, -77.71408792515665]",2017-01-18T00:00:00,"[0.6592963860154533, 0.6305841560234001, 0.6593451578500049, 0.5905009270541315, 0.04524221041278561, 0.046951180820928806, 0.638230829381383]","[162.40420438480157, -77.71725589768484]",13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,"[0.4723480109708665, 0.44797488048605105, 0.46373802944163267, 0.3682402919438338, 0.011034305396726543, 0.009957686710280956, 0.4474227458405541]","[162.4587738117529, -77.71408792515665]",2017-01-25T00:00:00,"[0.6163173962141941, 0.5825511983803522, 0.594729324621859, 0.4610409781957003, 0.01092642161840118, 0.009924980226840541, 0.5859425102729298]","[162.40420438480157, -77.71725589768484]",14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,"[0.4588585238785515, 0.4357656246186829, 0.4517263151798673, 0.3652541771050166, 0.011977098624091069, 0.010938633588051031, 0.44453757486206025]","[162.4587738117529, -77.71408792515665]",2017-01-27T00:00:00,"[0.6048792447167247, 0.572854321581195, 0.5842672119368356, 0.45447001816941424, 0.01179138102952347, 0.0107706372286695, 0.5766183548192458]","[162.40420438480157, -77.71725589768484]",15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,"[0.44281212307828755, 0.4231752494186616, 0.4357499498451637, 0.33909392871199123, 0.014276375818205662, 0.012503622811974273, 0.42722797486011943]","[162.4587738117529, -77.71408792515665]",2017-01-30T00:00:00,"[0.596363354661167, 0.571594024878174, 0.5793578183892697, 0.4415726855778897, 0.013210685727640732, 0.011858869472214414, 0.5723837526910714]","[162.40420438480157, -77.71725589768484]",16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,"[0.5234557465891357, 0.4754297062774505, 0.4871836945386721, 0.41022506965163813, 0.04062663739515832, 0.04108973745744558, 0.4742153863186327]","[162.4587738117529, -77.71408792515665]",2017-11-07T00:00:00,"[0.5593408290356429, 0.4903118485702139, 0.4648916900412377, 0.31511225994266845, 0.029572065918643732, 0.02766707734072635, 0.47751994947072907]","[162.40420438480157, -77.71725589768484]",17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,"[0.48144964944143004, 0.44706625084172374, 0.4339387746342471, 0.3251077822524092, 0.029677391387611662, 0.02882819166657892, 0.4390522068533843]","[162.4587738117529, -77.71408792515665]",2017-11-18T00:00:00,"[0.5272378665628656, 0.4771450907946142, 0.4317305153643309, 0.2600730802931424, 0.022169547562021268, 0.020266568203722076, 0.45663057268461005]","[162.40420438480157, -77.71725589768484]",18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,"[0.472443763853296, 0.4421379548783429, 0.42653708839200294, 0.3131603693033606, 0.028294322510923377, 0.027419272253265473, 0.4354954792773384]","[162.4587738117529, -77.71408792515665]",2017-11-21T00:00:00,"[0.5287290359573914, 0.47704824340890545, 0.42628645407097576, 0.25186009768281314, 0.02273082320668845, 0.02051896825800535, 0.4580976802501887]","[162.40420438480157, -77.71725589768484]",19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,"[0.4449138595489352, 0.41241742549307614, 0.3868387475923781, 0.25712739162904236, 0.02124984134371184, 0.020311503947599948, 0.4052149859721835]","[162.4587738117529, -77.71408792515665]",2017-11-25T00:00:00,"[0.5189604727887294, 0.47106503606987604, 0.4115613286513656, 0.22865098347865528, 0.016925503601187893, 0.015084816070358999, 0.44643640089601183]","[162.40420438480157, -77.71725589768484]",20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,"[0.43550124567297177, 0.4042961936246304, 0.38202577412017164, 0.253830755299872, 0.02058062021401715, 0.01903877630094491, 0.39626697069106026]","[162.4587738117529, -77.71408792515665]",2017-11-27T00:00:00,"[0.5076807128104481, 0.4592518061319944, 0.40651977571123055, 0.23409071443413593, 0.017677829539246275, 0.015645122050189413, 0.4418959416759181]","[162.40420438480157, -77.71725589768484]",21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,"[0.4746805159099327, 0.4379894123550541, 0.42815891045765997, 0.3369218253173585, 0.08531037762971781, 0.08326431185555605, 0.4359866841598078]","[162.4587738117529, -77.71408792515665]",2017-11-30T00:00:00,"[0.5156917930317281, 0.4704932733145696, 0.4415566607387369, 0.3246576356022691, 0.07746732445471505, 0.07454058653381805, 0.46061225900209823]","[162.40420438480157, -77.71725589768484]",22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,"[0.4593916213506062, 0.4261602731140878, 0.4098625443607498, 0.2784178288945137, 0.015004891528834675, 0.013426010522998378, 0.4165597713034959]","[162.4587738117529, -77.71408792515665]",2017-12-02T00:00:00,"[0.5364071292486617, 0.4893743106051723, 0.4502288866847784, 0.2828895603659441, 0.01280974522913859, 0.011100104346020562, 0.4771467386451703]","[162.40420438480157, -77.71725589768484]",23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,"[0.4996632101154862, 0.46505534991514663, 0.4534990464283264, 0.3316994115300865, 0.03858314292685736, 0.03613694243989618, 0.46860917330296975]","[162.4587738117529, -77.71408792515665]",2017-12-07T00:00:00,"[0.5899394181742866, 0.5489273723632319, 0.5228965726135382, 0.3666988997506484, 0.03942518864272276, 0.035623829540465585, 0.5414514006329193]","[162.40420438480157, -77.71725589768484]",24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,"[0.5096094978908184, 0.48047386893242905, 0.4808915930212133, 0.3804150558878945, 0.011063043301625471, 0.010302909691394507, 0.48100652580866665]","[162.4587738117529, -77.71408792515665]",2017-12-16T00:00:00,"[0.5854440150323266, 0.5505001027307999, 0.5436806900142478, 0.4266901856473186, 0.010140466597974856, 0.009138355386197934, 0.5449301314996425]","[162.40420438480157, -77.71725589768484]",25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,"[0.5374092635042543, 0.5026095740379859, 0.49951144655439567, 0.3758510534096859, 0.02098654888602107, 0.01944100390200568, 0.5053424620809605]","[162.4587738117529, -77.71408792515665]",2017-12-23T00:00:00,"[0.6113487636171513, 0.5684921379055005, 0.5651728151129557, 0.44702791442484324, 0.020664298353794255, 0.019755772293596, 0.5685351525165991]","[162.40420438480157, -77.71725589768484]",26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,"[0.6020139572810544, 0.5748519017938677, 0.5879223468813082, 0.47621564914080655, 0.012829220448823082, 0.011685578420581379, 0.5776621567850019]","[162.4587738117529, -77.71408792515665]",2018-01-03T00:00:00,"[0.6250118213917427, 0.5937786111518693, 0.5982339387260608, 0.4809886924564647, 0.01185742788948119, 0.01048836385629467, 0.5932274859800154]","[162.40420438480157, -77.71725589768484]",27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,"[0.5814187621777777, 0.5483927953144684, 0.5579450015196263, 0.46639631910780727, 0.05359215986417847, 0.05133277690149875, 0.5512914729773379]","[162.4587738117529, -77.71408792515665]",2018-01-05T00:00:00,"[0.5933255973881312, 0.5558331708007332, 0.5584374184987588, 0.4545738076514851, 0.039926871485419756, 0.03782535874331519, 0.5539624564103155]","[162.40420438480157, -77.71725589768484]",28,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,"[0.6558966983728773, 0.6279712475977378, 0.6487472804268702, 0.5534753898806051, 0.02779435225041764, 0.027827649602602405, 0.6351859139645696]","[162.4587738117529, -77.71408792515665]",2018-01-10T00:00:00,"[0.6907120920010029, 0.6566385562067477, 0.6716459591971391, 0.5758022862062128, 0.031542365667842555, 0.032054696136662134, 0.6623395685834079]","[162.40420438480157, -77.71725589768484]",29,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,"[0.628672486418055, 0.6008598320673039, 0.616779796502914, 0.4998348356088216, 0.016221945267940772, 0.015609158163010346, 0.6066352015941994]","[162.4587738117529, -77.71408792515665]",2018-01-12T00:00:00,"[0.6593639297985344, 0.6267425427441916, 0.6353007281157351, 0.5105866814785603, 0.017467259124255355, 0.016471372968979422, 0.629504783096919]","[162.40420438480157, -77.71725589768484]",30,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,"[0.6074126379176374, 0.5821706289989405, 0.5971356247799912, 0.4811974020680291, 0.01367534099856705, 0.012843523690987272, 0.5890361204341942]","[162.4587738117529, -77.71408792515665]",2018-01-14T00:00:00,"[0.645234860042498, 0.6119176169247101, 0.6204360263579174, 0.49226341116676464, 0.013947399191731307, 0.012659780834448645, 0.6167043964502777]","[162.40420438480157, -77.71725589768484]",31,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,"[0.6140949390957791, 0.5937653190455585, 0.609156048339219, 0.4774019344866071, 0.012982746214320438, 0.011906120143622106, 0.5970526132687911]","[162.4587738117529, -77.71408792515665]",2018-01-19T00:00:00,"[0.6588714516531822, 0.6286554332413056, 0.6402026862860234, 0.4992276380512477, 0.014287720494749565, 0.012832047553681307, 0.6334949496779649]","[162.40420438480157, -77.71725589768484]",32,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,"[0.6091909583774242, 0.584903593713934, 0.5998144279355588, 0.4605227237814235, 0.013404798426904596, 0.011963147184371586, 0.5940766453933768]","[162.4587738117529, -77.71408792515665]",2018-01-26T00:00:00,"[0.6564201291018388, 0.6295716084913613, 0.6386815940557702, 0.48773374909429695, 0.014411186145393926, 0.012941797501720653, 0.6338825638832382]","[162.40420438480157, -77.71725589768484]",33,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,"[0.5665423354011246, 0.5399407141206742, 0.558647016758409, 0.4369761242600053, 0.015724297679730197, 0.013762048741012107, 0.5489593194179072]","[162.4587738117529, -77.71408792515665]",2018-01-30T00:00:00,"[0.6094007883598608, 0.5801465130125827, 0.5959431185221087, 0.46467314185047864, 0.016529485055025793, 0.014174392102475071, 0.586193486141675]","[162.40420438480157, -77.71725589768484]",34,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,"[0.39932691142316756, 0.35997441863339563, 0.3539021391015144, 0.2620252501125112, 0.08272795264094189, 0.0771551474364448, 0.35632454941164]","[162.4587738117529, -77.71408792515665]",2018-11-05T00:00:00,"[0.4998173551472936, 0.45845496476396286, 0.4488847980170392, 0.31039336682351953, 0.08493583183039852, 0.07922303776794462, 0.4541912492495845]","[162.40420438480157, -77.71725589768484]",35,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,"[0.38964090530285356, 0.35370514507483225, 0.346310408330339, 0.2578282958747674, 0.07861805291263604, 0.0748378770328039, 0.34975673124357115]","[162.4587738117529, -77.71408792515665]",2018-11-08T00:00:00,"[0.47990357949773177, 0.4360777865399545, 0.42397398243209977, 0.29764193446716347, 0.08594810931467257, 0.081354355636344, 0.43309400966162354]","[162.40420438480157, -77.71725589768484]",36,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,"[0.3905030642868394, 0.36521286331166847, 0.35493379181847645, 0.2265961062641073, 0.018257527525451515, 0.015709700781795368, 0.36210066755792886]","[162.4587738117529, -77.71408792515665]",2018-11-12T00:00:00,"[0.4996994093633002, 0.46430110856652124, 0.4434709245599448, 0.2653141194753738, 0.01825577750396512, 0.015633691285648395, 0.46006499544151813]","[162.40420438480157, -77.71725589768484]",37,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,"[0.38212745954876554, 0.35765165918888997, 0.3482116455394576, 0.22317273571002202, 0.018897039111267416, 0.016978073010117285, 0.35005680899932956]","[162.4587738117529, -77.71408792515665]",2018-11-17T00:00:00,"[0.4915867586527715, 0.456056580631303, 0.43744831868589507, 0.2655818339918314, 0.020364452446159868, 0.017900568757130662, 0.4475165722591518]","[162.40420438480157, -77.71725589768484]",38,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,"[0.39263323744350076, 0.36942737739732917, 0.35410622711434764, 0.21763995351012977, 0.023991268348255844, 0.0213880491874979, 0.36811332526636875]","[162.4587738117529, -77.71408792515665]",2018-11-19T00:00:00,"[0.5117761278992147, 0.4813668256905824, 0.4557858584736938, 0.2713824317352239, 0.020005497544717633, 0.018008753773135107, 0.47283082408482635]","[162.40420438480157, -77.71725589768484]",39,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,"[0.39951549766540023, 0.3798449775097243, 0.36545530518044417, 0.24460671835341252, 0.013609701655526881, 0.012038299503342958, 0.3732722703616885]","[162.4587738117529, -77.71408792515665]",2018-11-24T00:00:00,"[0.5000224859794657, 0.46927458205307054, 0.44526273837529734, 0.2907354189530253, 0.012169793583134638, 0.010516658687731498, 0.46100237136239547]","[162.40420438480157, -77.71725589768484]",40,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,"[0.402144081658063, 0.3803990730510518, 0.3601285067279361, 0.23909818157494056, 0.01116583644166275, 0.009940402414605008, 0.37327186084009867]","[162.4587738117529, -77.71408792515665]",2018-11-26T00:00:00,"[0.501955872419486, 0.46939806205199647, 0.43514785533939887, 0.28584265470377535, 0.00932260225586625, 0.008330937944603099, 0.45562318556622994]","[162.40420438480157, -77.71725589768484]",41,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,"[0.4065244281552703, 0.3784943434851239, 0.36084412976753616, 0.24417135313403682, 0.014486452637632298, 0.01293348765189996, 0.37373767493088506]","[162.4587738117529, -77.71408792515665]",2018-11-28T00:00:00,"[0.4966048752151533, 0.4600287289413341, 0.42880702019532946, 0.28679105427151935, 0.011825585913006515, 0.010432899639849315, 0.4477594360359323]","[162.40420438480157, -77.71725589768484]",42,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,"[0.4069170818372739, 0.3784818550003914, 0.36155872737353373, 0.2403752180330593, 0.012371519349205412, 0.01073382657456514, 0.37313852090936067]","[162.4587738117529, -77.71408792515665]",2018-11-30T00:00:00,"[0.4909342144046419, 0.4530081668254405, 0.42195966260919204, 0.27949691039043917, 0.010977138116609865, 0.009717122231448109, 0.44262445940692746]","[162.40420438480157, -77.71725589768484]",43,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,"[0.5062901673236827, 0.4844381240454633, 0.48071487133869906, 0.3948757234303975, 0.028312096222201714, 0.0279464277417207, 0.48369620088959864]","[162.4587738117529, -77.71408792515665]",2018-12-05T00:00:00,"[0.5277745625284465, 0.4896956280096491, 0.4526941466484152, 0.3162285265221539, 0.015206956165458054, 0.014273853680584083, 0.48024331450684987]","[162.40420438480157, -77.71725589768484]",44,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,"[0.6229388584102369, 0.606684005619781, 0.6323738721854915, 0.5335866984573165, 0.015877006398590923, 0.015081847497682136, 0.612893330220955]","[162.4587738117529, -77.71408792515665]",2018-12-30T00:00:00,"[0.662969492956312, 0.6326010398638287, 0.6415815552658815, 0.5174421789870064, 0.017660746781757792, 0.015682575910868028, 0.63361852930157]","[162.40420438480157, -77.71725589768484]",45,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,"[0.5778320857638454, 0.5545188265344116, 0.5778454593036233, 0.4968750313476869, 0.013948214856451131, 0.013490750861524833, 0.560186155830011]","[162.4587738117529, -77.71408792515665]",2019-01-01T00:00:00,"[0.6292538964443043, 0.5928605434384392, 0.6041486046993618, 0.49515485623602923, 0.013652101967169674, 0.01268664150018734, 0.5962064406628795]","[162.40420438480157, -77.71725589768484]",46,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,"[0.5783380776858388, 0.5574815582357812, 0.5759319172410464, 0.4727008835288105, 0.018030189872523347, 0.017223002942053915, 0.5600033704043388]","[162.4587738117529, -77.71408792515665]",2019-01-04T00:00:00,"[0.6477730799319268, 0.614481768492319, 0.6191284390943664, 0.479967465912456, 0.019884798079411018, 0.01877881045599359, 0.6155357932395589]","[162.40420438480157, -77.71725589768484]",47,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,"[0.5914015639111275, 0.5728506869270059, 0.5949711493569458, 0.49647745976577795, 0.011721286847173903, 0.011604536301884917, 0.5746605208187809]","[162.4587738117529, -77.71408792515665]",2019-01-06T00:00:00,"[0.6737184554592905, 0.643302317299227, 0.6569929637070525, 0.5353899987587425, 0.014422777716642925, 0.013460204090720308, 0.6481573115099966]","[162.40420438480157, -77.71725589768484]",48,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,"[0.5385465641503782, 0.5128494440062457, 0.5265902936792464, 0.43560569200969823, 0.022728495872670187, 0.021305102614497595, 0.5184054570250207]","[162.4587738117529, -77.71408792515665]",2019-01-11T00:00:00,"[0.647274302825602, 0.6139456106065557, 0.6224328151475658, 0.4881280062913005, 0.0288513741543439, 0.027031550997929806, 0.6181416193951664]","[162.40420438480157, -77.71725589768484]",49,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,"[0.5684803487078671, 0.5497879714735606, 0.5687567731735708, 0.4653451465215325, 0.010782130399187767, 0.01025362411366364, 0.5520019692622938]","[162.4587738117529, -77.71408792515665]",2019-01-15T00:00:00,"[0.655302300969717, 0.6244714649408069, 0.6349301867131362, 0.4975977178062675, 0.012073745769910762, 0.011008667424887717, 0.6274887600092647]","[162.40420438480157, -77.71725589768484]",50,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,"[0.5125226121357074, 0.49115178000930165, 0.5024296679665929, 0.37857446159544433, 0.009545840869989832, 0.008376332683422649, 0.48989922832921207]","[162.4587738117529, -77.71408792515665]",2019-01-24T00:00:00,"[0.6154764479099749, 0.5803440499935486, 0.5837669992300591, 0.4226666147340578, 0.009016612882098717, 0.00788979221166687, 0.5802212488562218]","[162.40420438480157, -77.71725589768484]",51,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,"[0.37913768002591985, 0.3310376824172665, 0.29647682572594014, 0.15185340524721413, 0.0212551301922058, 0.018085494181392162, 0.3195320875382673]","[162.4587738117529, -77.71408792515665]",2019-11-06T00:00:00,"[0.45952172487528875, 0.4003679133641555, 0.3512211333693918, 0.18254563766218554, 0.02039883588067988, 0.017748321097924617, 0.38103300180353755]","[162.40420438480157, -77.71725589768484]",52,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,"[0.3706473868253805, 0.3234149799263614, 0.29317085319724084, 0.1573847029353181, 0.021355920002484492, 0.019295162244315597, 0.3124713646662843]","[162.4587738117529, -77.71408792515665]",2019-11-08T00:00:00,"[0.44945456818334567, 0.3904151972403139, 0.3420436897711667, 0.17884040171461402, 0.02182333565614283, 0.019197165109753896, 0.3730790263703818]","[162.40420438480157, -77.71725589768484]",53,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,"[0.39225473434774366, 0.34676106650532323, 0.3168229601818201, 0.17386063223490564, 0.03207436823960574, 0.02834123361852765, 0.3385055747929495]","[162.4587738117529, -77.71408792515665]",2019-11-11T00:00:00,"[0.4696459550263406, 0.41216416730920186, 0.3609700416996996, 0.19059059419843144, 0.029060230362790623, 0.025907059802933174, 0.3983895903972067]","[162.40420438480157, -77.71725589768484]",54,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,"[0.3906782816953423, 0.3463528173133258, 0.31715103423445984, 0.1736232559580459, 0.02712736425438892, 0.024915925607435004, 0.33546843740042775]","[162.4587738117529, -77.71408792515665]",2019-11-15T00:00:00,"[0.46905377647951807, 0.41079615524064506, 0.36026329498662507, 0.190646042441005, 0.02573235353540426, 0.023105928616691678, 0.3939361282034896]","[162.40420438480157, -77.71725589768484]",55,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,"[0.3997599779844095, 0.34884333614509383, 0.32821307438441866, 0.22416264992868085, 0.0754153861995378, 0.06993051584552658, 0.3436128823844298]","[162.4587738117529, -77.71408792515665]",2019-11-17T00:00:00,"[0.438358622154851, 0.3780040627100933, 0.3396881216999815, 0.21715983072556197, 0.06594424184686093, 0.06096448306204988, 0.36716168498662133]","[162.40420438480157, -77.71725589768484]",56,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,"[0.4788575481338227, 0.4471753732494813, 0.43562498798399624, 0.30660051704406993, 0.0814411111452256, 0.0765180545815566, 0.4430399581285184]","[162.4587738117529, -77.71408792515665]",2019-11-24T00:00:00,"[0.5161982418983189, 0.47860606043354037, 0.4437010367038156, 0.2979457402878153, 0.08047941267458578, 0.07502005619405426, 0.46356220211010724]","[162.40420438480157, -77.71725589768484]",57,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,"[0.47938160921421397, 0.45445620424590394, 0.45808078728220764, 0.33448428941046476, 0.015259125735734937, 0.013358509892666858, 0.45748744484073933]","[162.4587738117529, -77.71408792515665]",2019-11-27T00:00:00,"[0.49786602730366813, 0.46069766933311135, 0.43456618043344586, 0.2900830021599186, 0.01392574586856836, 0.01195945396841471, 0.4544527597383476]","[162.40420438480157, -77.71725589768484]",58,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,"[0.4862593149035477, 0.4593334241640285, 0.4655181959998802, 0.3452179977483005, 0.014366826166245551, 0.012773700888924724, 0.4617352056150342]","[162.4587738117529, -77.71408792515665]",2019-12-03T00:00:00,"[0.5075888083561888, 0.4682455992002115, 0.4469481229209593, 0.2879322075236314, 0.014847588405339096, 0.0130775367161269, 0.4614763901734936]","[162.40420438480157, -77.71725589768484]",59,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,"[0.5968419856216216, 0.5698568198673882, 0.5943850270110025, 0.5276178538274624, 0.03012851963331936, 0.0297232521581122, 0.5789318587119244]","[162.4587738117529, -77.71408792515665]",2019-12-17T00:00:00,"[0.6410016920835002, 0.6108542202217474, 0.6273185731793416, 0.5381726279075524, 0.03277862964947425, 0.031939337850054345, 0.6153396741907521]","[162.40420438480157, -77.71725589768484]",60,"{""type"":""MultiPoint"",""coordinates"":[]}"
